bar num, offset
2897, 67:15:292
2898, 67:16:640
2899, 67:17:989
2900, 67:19:337
2901, 67:20:685
2902, 67:22:034
2903, 67:23:382
2904, 67:24:730
2905, 67:26:079
2906, 67:27:427
2907, 67:28:775
2908, 67:29:667
2909, 67:30:757
2910, 67:31:848
2911, 67:32:939
2912, 67:34:030
2913, 67:35:121
2914, 67:36:212
2915, 67:37:303
2916, 67:38:394
2917, 67:39:485
2918, 67:40:576
2919, 67:41:667
2920, 67:42:757
2921, 67:43:848
2922, 67:44:939
2923, 67:46:030
2924, 67:47:121
2925, 67:48:212
2926, 67:49:303
2927, 67:50:394
2928, 67:51:485
2929, 67:52:576
2930, 67:53:667
2931, 67:54:757
2932, 67:55:848
2933, 67:56:939
2934, 67:58:030
2935, 67:59:121
2936, 68:00:212
2937, 68:01:303
2938, 68:02:394
2939, 68:03:485
2940, 68:04:576
2941, 68:05:667
2942, 68:06:757
2943, 68:07:848
2944, 68:08:939
2945, 68:10:030
2946, 68:11:121
2947, 68:12:212
2948, 68:13:303
2949, 68:14:394
2950, 68:15:485
2951, 68:16:576
2952, 68:17:667
2953, 68:18:757
2954, 68:19:848
2955, 68:20:939
2956, 68:22:030
2957, 68:23:121
2958, 68:24:212
2959, 68:25:303
2960, 68:26:394
2961, 68:27:485
2962, 68:28:576
2963, 68:29:667
2964, 68:30:757
2965, 68:31:848
2966, 68:32:939
2967, 68:34:030
2968, 68:35:121
2969, 68:36:212
2970, 68:37:303
2971, 68:38:394
2972, 68:39:485
2973, 68:40:576
2974, 68:41:667
2975, 68:42:757
2976, 68:43:848
2977, 68:44:939
2978, 68:46:030
2979, 68:47:121
2980, 68:48:212
2981, 68:49:303
2982, 68:50:394
2983, 68:51:485
2984, 68:52:576
2985, 68:53:667
2986, 68:54:757
2987, 68:55:848
2988, 68:56:939
2989, 68:58:030
2990, 68:59:121
2991, 69:00:212
2992, 69:01:303
2993, 69:02:394
2994, 69:03:485
2995, 69:04:576
2996, 69:05:667
2997, 69:06:757
2998, 69:07:848
2999, 69:08:939
3000, 69:10:030
3001, 69:11:121
3002, 69:12:212
3003, 69:13:303
3004, 69:14:394
3005, 69:15:485
3006, 69:16:576
3007, 69:17:667
3008, 69:18:757
3009, 69:19:848
3010, 69:20:939
3011, 69:22:030
3012, 69:23:121
3013, 69:24:212
3014, 69:25:303
3015, 69:26:394
3016, 69:27:485
3017, 69:28:576
3018, 69:29:667
3019, 69:30:757
3020, 69:31:848
3021, 69:32:939
3022, 69:34:030
3023, 69:35:121
3024, 69:36:212
3025, 69:37:303
3026, 69:38:394
3027, 69:39:485
3028, 69:40:576
3029, 69:41:667
3030, 69:42:757
3031, 69:43:848
3032, 69:44:939
3033, 69:46:030
3034, 69:47:121
3035, 69:48:212
3036, 69:49:303
3037, 69:50:394
3038, 69:51:485
3039, 69:52:576
3040, 69:53:667
3041, 69:54:757
3042, 69:55:848
3043, 69:56:939
3044, 69:58:030
3045, 69:59:121
3046, 70:00:212
3047, 70:01:303
3048, 70:02:394
3049, 70:03:485
3050, 70:04:576
3051, 70:05:667
3052, 70:06:757
3053, 70:07:848
3054, 70:08:939
3055, 70:10:030
3056, 70:11:121
3057, 70:12:212
3058, 70:13:303
3059, 70:14:394
3060, 70:15:485
3061, 70:16:576
3062, 70:17:667
3063, 70:18:757
3064, 70:19:848
3065, 70:20:939
3066, 70:22:030
3067, 70:23:121
3068, 70:24:212
3069, 70:25:303
3070, 70:26:394
3071, 70:27:485
3072, 70:28:576
3073, 70:29:667
3074, 70:30:757
3075, 70:31:848
3076, 70:32:939
3077, 70:34:030
3078, 70:35:121
3079, 70:36:212
3080, 70:37:303
3081, 70:38:394
3082, 70:39:485
3083, 70:40:576
3084, 70:41:667
3085, 70:42:757
3086, 70:43:848
3087, 70:44:939
3088, 70:46:030
3089, 70:47:121
3090, 70:48:212
3091, 70:49:303
3092, 70:50:394
3093, 70:51:485
3094, 70:52:576
3095, 70:53:667
3096, 70:54:757
3097, 70:55:848
3098, 70:56:939
3099, 70:58:030
3100, 70:59:121
3101, 71:00:212
3102, 71:01:303
3103, 71:02:394
3104, 71:03:485
3105, 71:04:576
3106, 71:05:667
3107, 71:06:757
3108, 71:07:848
3109, 71:08:939
3110, 71:10:030
3111, 71:11:121
3112, 71:12:212
3113, 71:13:303
3114, 71:14:394
3115, 71:15:485
3116, 71:16:576
3117, 71:17:667
3118, 71:18:757
3119, 71:19:848
3120, 71:20:939
3121, 71:22:030
3122, 71:23:121
3123, 71:24:212
3124, 71:25:303
3125, 71:26:394
3126, 71:27:485
3127, 71:28:576
3128, 71:29:667
3129, 71:30:757
3130, 71:31:848
3131, 71:32:939
3132, 71:34:030
3133, 71:35:121
3134, 71:36:212
3135, 71:37:303
3136, 71:37:951
3137, 71:39:284
3138, 71:40:617
3139, 71:41:950
3140, 71:43:284
3141, 71:44:617
3142, 71:45:950
3143, 71:47:284
3144, 71:48:617
3145, 71:49:950
3146, 71:51:284
3147, 71:52:617
3148, 71:53:950
3149, 71:55:284
3150, 71:56:617
3151, 71:57:950
3152, 71:59:284
3153, 72:00:617
3154, 72:01:950
3155, 72:03:284
3156, 72:04:617
3157, 72:05:950
3158, 72:07:284
3159, 72:08:617
3160, 72:09:950
3161, 72:11:284
3162, 72:12:617
3163, 72:13:950
3164, 72:15:284
3165, 72:16:617
3166, 72:17:950
3167, 72:19:284
3168, 72:20:617
3169, 72:21:950
3170, 72:23:284
3171, 72:24:617
3172, 72:25:950
3173, 72:27:284
3174, 72:28:617
3175, 72:29:950
3176, 72:31:284
3177, 72:32:617
3178, 72:33:950
3179, 72:35:284
3180, 72:36:617
3181, 72:37:950
3182, 72:39:284
3183, 72:40:617
3184, 72:41:950
3185, 72:43:284
3186, 72:44:617
3187, 72:45:950
3188, 72:47:284
3189, 72:48:617
3190, 72:49:950
3191, 72:51:284
3192, 72:52:617
3193, 72:53:950
3194, 72:55:284
3195, 72:56:617
3196, 72:57:950
3197, 72:59:284
3198, 73:00:617
3199, 73:01:950
3200, 73:03:284
3201, 73:04:617
3202, 73:05:950
3203, 73:07:284
3204, 73:08:617
3205, 73:09:950
3206, 73:11:284
3207, 73:12:617
3208, 73:13:950
3209, 73:15:284
3210, 73:16:617
3211, 73:17:950
3212, 73:19:284
3213, 73:20:617
3214, 73:21:950
3215, 73:23:284
3216, 73:24:617
3217, 73:25:950
3218, 73:27:284
3219, 73:28:617
3220, 73:29:950
3221, 73:31:284
3222, 73:32:617
3223, 73:33:950
3224, 73:35:284
3225, 73:36:617
3226, 73:37:950
3227, 73:39:284
3228, 73:40:617
3229, 73:41:508
3230, 73:42:445
3231, 73:43:383
3232, 73:44:320
3233, 73:45:258
3234, 73:46:195
3235, 73:47:133
3236, 73:48:070
3237, 73:49:008
3238, 73:49:945
3239, 73:50:883
3240, 73:51:820
3241, 73:52:758
3242, 73:53:695
3243, 73:54:633
3244, 73:55:570
3245, 73:56:508
3246, 73:57:445
3247, 73:58:383
3248, 73:59:320
3249, 74:00:258
3250, 74:01:195
3251, 74:02:133
3252, 74:03:070
3253, 74:04:008
3254, 74:04:945
3255, 74:05:883
3256, 74:06:820
3257, 74:07:758
3258, 74:08:695
3259, 74:09:633
3260, 74:10:570
3261, 74:11:508
3262, 74:12:445
3263, 74:13:383
3264, 74:14:320
3265, 74:15:258
3266, 74:16:195
3267, 74:17:133
3268, 74:18:070
3269, 74:19:008
3270, 74:19:945
3271, 74:20:883
3272, 74:21:820
3273, 74:22:758
3274, 74:23:695
3275, 74:24:633
3276, 74:25:570
3277, 74:26:508
3278, 74:27:445
3279, 74:28:383
3280, 74:29:320
3281, 74:30:258
3282, 74:31:195
3283, 74:32:133
3284, 74:33:070
3285, 74:34:008
3286, 74:34:945
3287, 74:35:883
3288, 74:36:820
3289, 74:37:758
3290, 74:38:695
3291, 74:39:633
3292, 74:40:570
3293, 74:41:508
3294, 74:42:445
3295, 74:43:383
3296, 74:44:320
3297, 74:45:258
3298, 74:46:195
3299, 74:47:133
3300, 74:48:070
3301, 74:49:008
3302, 74:49:945
3303, 74:50:883
3304, 74:51:820
3305, 74:52:758
3306, 74:53:695
3307, 74:54:633
3308, 74:55:570
3309, 74:56:508
3310, 74:57:445
3311, 74:58:383
3312, 74:59:320
3313, 75:00:258
3314, 75:01:195
3315, 75:02:133
3316, 75:03:070
3317, 75:04:008
3318, 75:04:945
3319, 75:05:883
3320, 75:06:820
3321, 75:07:758
3322, 75:08:695
3323, 75:09:633
3324, 75:10:570
3325, 75:11:508
3326, 75:12:445
3327, 75:13:383
3328, 75:14:320
3329, 75:15:258
3330, 75:16:195
3331, 75:17:133
3332, 75:18:070
3333, 75:19:008
3334, 75:19:945
3335, 75:20:883
3336, 75:21:820
3337, 75:22:758
3338, 75:23:695
3339, 75:24:633
3340, 75:25:570
3341, 75:26:508
3342, 75:27:445
3343, 75:28:383
3344, 75:29:320
3345, 75:30:258
3346, 75:31:195
3347, 75:32:133
3348, 75:33:070
3349, 75:34:008
3350, 75:34:945
3351, 75:35:883
3352, 75:36:820
3353, 75:37:758
3354, 75:38:695
3355, 75:39:633
3356, 75:40:570
3357, 75:41:508
3358, 75:42:445
3359, 75:43:383
3360, 75:44:320
3361, 75:45:258
3362, 75:46:195
3363, 75:47:133
3364, 75:48:070
3365, 75:49:008
3366, 75:49:945
3367, 75:50:883
3368, 75:51:820
3369, 75:52:758
3370, 75:53:695
3371, 75:54:633
3372, 75:55:570
3373, 75:56:508
3374, 75:57:445
3375, 75:58:383
3376, 75:59:320
3377, 76:00:258
3378, 76:01:195
3379, 76:02:133
3380, 76:03:070
3381, 76:04:008
3382, 76:04:945
3383, 76:05:883
3384, 76:06:820
3385, 76:07:758
3386, 76:08:695
3387, 76:09:633
3388, 76:10:570
3389, 76:11:508
3390, 76:12:445
3391, 76:13:383
3392, 76:14:320
3393, 76:15:258
3394, 76:16:195
3395, 76:17:133
3396, 76:18:070
3397, 76:19:008
3398, 76:19:945
3399, 76:20:883
3400, 76:21:820
3401, 76:22:758
3402, 76:23:695
3403, 76:24:633
3404, 76:25:570
3405, 76:26:508
3406, 76:27:445
3407, 76:28:383
3408, 76:29:320
3409, 76:30:258
3410, 76:31:195
3411, 76:32:133
3412, 76:33:070
3413, 76:34:008
3414, 76:34:945
3415, 76:35:883
3416, 76:36:820
3417, 76:37:758
3418, 76:38:695
3419, 76:39:633
3420, 76:40:570
3421, 76:41:508
3422, 76:42:445
3423, 76:43:383
3424, 76:44:320
3425, 76:45:258
3426, 76:46:195
3427, 76:47:133
3428, 76:48:070
3429, 76:49:008
3430, 76:49:945
3431, 76:50:883
3432, 76:51:820
3433, 76:52:758
3434, 76:53:695
3435, 76:54:633
3436, 76:55:570
3437, 76:56:508
3438, 76:57:445
3439, 76:58:383
3440, 76:59:320
3441, 77:00:258
3442, 77:01:195
3443, 77:02:133
3444, 77:03:070
3445, 77:04:008
3446, 77:04:945
3447, 77:05:883
3448, 77:06:820
3449, 77:07:758
3450, 77:08:695
3451, 77:09:633
3452, 77:10:570
3453, 77:11:508
3454, 77:12:445
3455, 77:13:383
3456, 77:14:320
3457, 77:15:258
3458, 77:16:195
3459, 77:17:133
3460, 77:18:070
3461, 77:19:008
3462, 77:19:945
3463, 77:20:883
3464, 77:21:820
3465, 77:22:758
3466, 77:23:695
3467, 77:24:633
3468, 77:25:570
3469, 77:26:508
3470, 77:27:445
3471, 77:28:383
3472, 77:29:320
3473, 77:30:258
3474, 77:31:195
3475, 77:32:133
3476, 77:33:070
3477, 77:34:008
3478, 77:34:945
3479, 77:35:883
3480, 77:36:820
3481, 77:37:758
3482, 77:38:695
3483, 77:39:633
3484, 77:40:570
3485, 77:41:508
3486, 77:42:445
3487, 77:43:383
3488, 77:44:320
3489, 77:45:258
3490, 77:46:195
3491, 77:47:133
3492, 77:48:070
3493, 77:49:008
3494, 77:49:945
3495, 77:50:883
3496, 77:51:820
3497, 77:52:758
3498, 77:53:695
3499, 77:54:633
3500, 77:55:570
3501, 77:56:508
3502, 77:57:445
3503, 77:58:383
3504, 77:59:320
3505, 78:00:258
3506, 78:01:195
3507, 78:02:133
3508, 78:03:070
3509, 78:04:008
3510, 78:04:945
3511, 78:05:883
3512, 78:06:820
3513, 78:07:758
3514, 78:08:695
3515, 78:09:633
3516, 78:10:570
3517, 78:11:508
3518, 78:12:445
3519, 78:13:383
3520, 78:14:320
3521, 78:15:258
3522, 78:16:195
3523, 78:17:133
3524, 78:18:070
3525, 78:19:008
3526, 78:19:945
3527, 78:20:883
3528, 78:21:820
3529, 78:22:758
3530, 78:23:695
3531, 78:24:633
3532, 78:25:570
3533, 78:26:508
3534, 78:27:445
3535, 78:28:383
3536, 78:29:320
3537, 78:30:258
3538, 78:31:195
3539, 78:32:133
3540, 78:33:070
3541, 78:34:008
3542, 78:34:945
3543, 78:35:386
3544, 78:36:586
3545, 78:37:786
3546, 78:38:986
3547, 78:40:186
3548, 78:41:386
3549, 78:42:586
3550, 78:43:786
3551, 78:44:986
3552, 78:46:186
3553, 78:47:386
3554, 78:48:586
3555, 78:49:786
3556, 78:50:986
3557, 78:52:186
3558, 78:53:386
3559, 78:54:586
3560, 78:55:786
3561, 78:56:986
3562, 78:58:186
3563, 78:59:386
3564, 79:00:586
3565, 79:01:786
3566, 79:02:986
3567, 79:04:186
3568, 79:05:386
3569, 79:06:586
3570, 79:07:786
3571, 79:08:986
3572, 79:10:186
3573, 79:11:386
3574, 79:12:586
3575, 79:13:786
3576, 79:14:986
3577, 79:16:186
3578, 79:17:386
3579, 79:18:586
3580, 79:19:786
3581, 79:20:986
3582, 79:22:186
3583, 79:23:386
3584, 79:24:586
3585, 79:25:786
3586, 79:26:986
3587, 79:28:186
3588, 79:29:386
3589, 79:30:586
3590, 79:31:786
3591, 79:32:986
3592, 79:34:186
3593, 79:35:386
3594, 79:36:586
3595, 79:37:786
3596, 79:38:986
3597, 79:40:186
3598, 79:41:386
3599, 79:42:586
3600, 79:43:786
3601, 79:44:986
3602, 79:46:186
3603, 79:47:386
3604, 79:48:586
3605, 79:49:786
3606, 79:50:986
3607, 79:52:186
3608, 79:53:386
3609, 79:54:586
3610, 79:55:786
3611, 79:56:986
3612, 79:58:186
3613, 79:59:386
3614, 80:00:586
3615, 80:01:786
3616, 80:02:986
3617, 80:04:186
3618, 80:05:386
3619, 80:06:586
3620, 80:07:786
3621, 80:08:986
3622, 80:10:186
3623, 80:11:386
3624, 80:12:586
3625, 80:13:786
3626, 80:14:986
3627, 80:16:186
3628, 80:17:386
3629, 80:18:586
3630, 80:19:786
3631, 80:20:986
3632, 80:22:186
3633, 80:23:386
3634, 80:24:586
3635, 80:25:786
3636, 80:26:986
3637, 80:28:186
3638, 80:29:386
3639, 80:30:586
3640, 80:31:786
3641, 80:32:986
3642, 80:34:186
3643, 80:35:386
3644, 80:36:586
3645, 80:37:786
3646, 80:38:986
3647, 80:40:186
3648, 80:41:386
3649, 80:42:586
3650, 80:43:786
3651, 80:44:986
3652, 80:46:186
3653, 80:47:386
3654, 80:48:586
3655, 80:49:786
3656, 80:50:986
3657, 80:52:186
3658, 80:53:386
3659, 80:54:586
3660, 80:55:786
3661, 80:56:986
3662, 80:58:186
3663, 80:59:386
3664, 81:00:586
3665, 81:01:786
3666, 81:02:986
3667, 81:04:186
3668, 81:05:386
3669, 81:06:586
3670, 81:07:786
3671, 81:08:986
3672, 81:10:186
3673, 81:11:386
3674, 81:12:586
3675, 81:13:786
3676, 81:14:986
3677, 81:16:186
3678, 81:17:386
3679, 81:18:586
3680, 81:19:786
3681, 81:20:986
3682, 81:22:186
3683, 81:23:386
3684, 81:24:586
3685, 81:25:786
3686, 81:26:986
3687, 81:28:186
3688, 81:29:386
3689, 81:30:586
3690, 81:31:786
3691, 81:32:986
3692, 81:34:186
3693, 81:35:386
3694, 81:36:586
3695, 81:37:786
3696, 81:38:986
3697, 81:40:186
3698, 81:41:386
3699, 81:42:586
3700, 81:43:786
3701, 81:44:986
3702, 81:46:186
3703, 81:47:386
3704, 81:48:586
3705, 81:49:786
3706, 81:50:986
3707, 81:52:186
3708, 81:53:386
3709, 81:54:586
3710, 81:55:786
3711, 81:56:986
3712, 81:58:186
3713, 81:59:386
3714, 82:00:586
3715, 82:01:786
3716, 82:02:986
3717, 82:04:186
3718, 82:05:386
3719, 82:06:586
3720, 82:07:786
3721, 82:08:986
3722, 82:10:186
3723, 82:11:386
3724, 82:12:586
3725, 82:13:786
3726, 82:14:986
3727, 82:16:186
3728, 82:17:386
3729, 82:18:586
3730, 82:19:786
3731, 82:20:986
3732, 82:22:186
3733, 82:23:386
3734, 82:24:586
3735, 82:25:786
3736, 82:26:986
3737, 82:28:186
3738, 82:29:386
3739, 82:30:586
3740, 82:31:786
3741, 82:32:986
3742, 82:34:186
3743, 82:35:386
3744, 82:36:586
3745, 82:37:786
3746, 82:38:986
3747, 82:40:186
3748, 82:41:386
3749, 82:42:586
3750, 82:43:786
3751, 82:44:986
3752, 82:46:186
3753, 82:47:386
3754, 82:48:586
3755, 82:49:300
3756, 82:50:597
3757, 82:51:894
3758, 82:53:191
3759, 82:54:489
3760, 82:55:786
3761, 82:57:083
3762, 82:58:381
3763, 82:59:678
3764, 83:00:975
3765, 83:02:272
3766, 83:03:570
3767, 83:04:867
3768, 83:06:164
3769, 83:07:462
3770, 83:08:759
3771, 83:10:056
3772, 83:11:354
3773, 83:12:651
3774, 83:13:948
3775, 83:15:245
3776, 83:16:543
3777, 83:17:840
3778, 83:19:137
3779, 83:20:435
3780, 83:21:732
3781, 83:23:029
3782, 83:24:327
3783, 83:25:624
3784, 83:26:921
3785, 83:28:218
3786, 83:29:516
3787, 83:30:813
3788, 83:32:110
3789, 83:33:408
3790, 83:34:705
3791, 83:36:002
3792, 83:37:299
3793, 83:38:597
3794, 83:39:894
3795, 83:41:191
3796, 83:42:489
3797, 83:43:786
3798, 83:45:083
3799, 83:46:381
3800, 83:47:678
3801, 83:48:975
3802, 83:50:272
3803, 83:51:570
3804, 83:52:867
3805, 83:54:164
3806, 83:55:462
3807, 83:56:759
3808, 83:58:056
3809, 83:59:354
3810, 84:00:651
3811, 84:01:948
3812, 84:03:245
3813, 84:04:543
3814, 84:05:840
3815, 84:07:137
3816, 84:08:435
3817, 84:09:732
3818, 84:11:029
3819, 84:12:327
3820, 84:13:624
3821, 84:14:921
3822, 84:16:218
3823, 84:17:516
3824, 84:18:813
3825, 84:20:110
3826, 84:21:408
3827, 84:22:705
3828, 84:24:002
3829, 84:25:299
3830, 84:26:597
3831, 84:27:894
3832, 84:29:191
3833, 84:30:489
3834, 84:31:786
3835, 84:33:083
3836, 84:34:381
3837, 84:35:678
3838, 84:36:975
3839, 84:38:272
3840, 84:39:570
3841, 84:40:867
3842, 84:42:164
3843, 84:43:462
3844, 84:44:759
3845, 84:46:056
3846, 84:47:354
3847, 84:48:651
3848, 84:49:948
3849, 84:51:245
3850, 84:52:543
3851, 84:53:840
3852, 84:55:137
3853, 84:56:435
3854, 84:57:732
3855, 84:59:029
3856, 85:00:327
3857, 85:01:624
3858, 85:02:921
3859, 85:04:218
3860, 85:05:516
3861, 85:06:813
3862, 85:08:110
3863, 85:09:408
3864, 85:10:705
3865, 85:12:002
3866, 85:13:299
3867, 85:14:597
3868, 85:15:894
3869, 85:17:191
3870, 85:18:489
3871, 85:19:786
3872, 85:21:083
3873, 85:22:381
3874, 85:23:678
3875, 85:24:975
3876, 85:26:272
3877, 85:27:570
3878, 85:28:867
3879, 85:30:164
3880, 85:31:462
3881, 85:32:759
3882, 85:34:056
3883, 85:35:354
3884, 85:36:651
3885, 85:37:948
3886, 85:39:245
3887, 85:40:543
3888, 85:41:840
3889, 85:43:137
3890, 85:44:435
3891, 85:45:732
3892, 85:47:029
3893, 85:48:327
3894, 85:49:624
3895, 85:50:921
3896, 85:52:218
3897, 85:53:516
3898, 85:54:813
3899, 85:56:110
3900, 85:57:408
3901, 85:58:705
3902, 86:00:002
3903, 86:01:299
3904, 86:02:597
3905, 86:03:894
3906, 86:05:191
3907, 86:06:489
3908, 86:07:786
3909, 86:09:083
3910, 86:10:381
3911, 86:11:678
3912, 86:12:975
3913, 86:14:272
3914, 86:15:570
3915, 86:16:867
3916, 86:18:164
3917, 86:19:462
3918, 86:20:759
3919, 86:22:056
3920, 86:23:354
3921, 86:24:651
3922, 86:25:948
3923, 86:27:245
3924, 86:28:543
3925, 86:29:377
3926, 86:31:091
3927, 86:32:805
3928, 86:34:519
3929, 86:36:234
3930, 86:37:948
3931, 86:39:662
3932, 86:41:376
3933, 86:43:091
3934, 86:44:805
3935, 86:46:519
3936, 86:48:234
3937, 86:49:948
3938, 86:51:662
3939, 86:53:376
3940, 86:55:091
3941, 86:56:805
3942, 86:58:519
3943, 87:00:234
3944, 87:01:948
3945, 87:03:662
3946, 87:05:376
3947, 87:07:091
3948, 87:08:805
3949, 87:10:519
3950, 87:12:234
3951, 87:13:948
3952, 87:15:662
3953, 87:17:376
3954, 87:19:091
3955, 87:20:805
3956, 87:22:519
3957, 87:24:234
3958, 87:25:948
3959, 87:27:662
3960, 87:29:376
3961, 87:31:091
3962, 87:32:805
3963, 87:34:519
3964, 87:36:234
3965, 87:37:948
3966, 87:39:662
3967, 87:41:376
3968, 87:43:091
3969, 87:44:805
3970, 87:46:519
3971, 87:48:234
3972, 87:49:948
3973, 87:51:662
3974, 87:53:376
3975, 87:55:091
3976, 87:56:805
3977, 87:58:519
3978, 88:00:234
3979, 88:01:948
3980, 88:03:662
3981, 88:05:376
3982, 88:07:091
3983, 88:08:805
3984, 88:10:519
3985, 88:12:234
3986, 88:13:948
3987, 88:15:662
3988, 88:17:376
3989, 88:19:091
3990, 88:20:805
3991, 88:22:519
3992, 88:24:234
3993, 88:25:948
3994, 88:27:662
3995, 88:29:376
3996, 88:31:091
3997, 88:32:805
3998, 88:34:519
3999, 88:36:234
4000, 88:37:948
4001, 88:39:662
4002, 88:41:376
4003, 88:43:091
4004, 88:44:805
4005, 88:46:519
4006, 88:48:234
4007, 88:49:948
4008, 88:51:662
4009, 88:53:376
4010, 88:55:091
4011, 88:56:805
4012, 88:58:519
4013, 89:00:234
4014, 89:01:948
4015, 89:03:662
4016, 89:05:376
4017, 89:07:091
4018, 89:08:377
4019, 89:10:091
4020, 89:11:805
4021, 89:13:519
4022, 89:15:234
4023, 89:16:948
4024, 89:18:662
4025, 89:20:376
4026, 89:22:091
4027, 89:23:805
4028, 89:25:519
4029, 89:27:234
4030, 89:28:948
4031, 89:30:662
4032, 89:32:376
4033, 89:34:091
4034, 89:35:805
4035, 89:37:519
4036, 89:39:234
4037, 89:40:948
4038, 89:42:662
4039, 89:44:376
4040, 89:46:091
4041, 89:47:805
4042, 89:49:519
4043, 89:51:234
4044, 89:52:948
4045, 89:54:662
4046, 89:56:372
4047, 89:57:462
4048, 89:58:553
4049, 89:59:644
4050, 90:00:735
4051, 90:01:826
4052, 90:02:917
4053, 90:04:008
4054, 90:05:099
4055, 90:06:190
4056, 90:07:281
4057, 90:08:372
4058, 90:09:462
4059, 90:10:553
4060, 90:11:644
4061, 90:12:735
4062, 90:13:826
4063, 90:14:917
4064, 90:16:008
4065, 90:17:099
4066, 90:18:190
4067, 90:19:281
4068, 90:20:372
4069, 90:21:462
4070, 90:22:553
4071, 90:23:644
4072, 90:24:735
4073, 90:25:826
4074, 90:26:917
4075, 90:28:008
4076, 90:29:099
4077, 90:30:190
4078, 90:31:281
4079, 90:32:372
4080, 90:33:462
4081, 90:34:553
4082, 90:35:644
4083, 90:36:735
4084, 90:37:826
4085, 90:38:917
4086, 90:40:008
4087, 90:41:099
4088, 90:42:190
4089, 90:43:281
4090, 90:44:372
4091, 90:45:462
4092, 90:46:553
4093, 90:47:644
4094, 90:48:735
4095, 90:49:826
4096, 90:50:917
4097, 90:52:008
4098, 90:53:099
4099, 90:54:190
4100, 90:55:281
4101, 90:56:372
4102, 90:57:462
4103, 90:58:553
4104, 90:59:644
4105, 91:00:735
4106, 91:01:826
4107, 91:02:917
4108, 91:04:008
4109, 91:05:099
4110, 91:06:190
4111, 91:07:281
4112, 91:08:372
4113, 91:09:462
4114, 91:10:553
4115, 91:11:644
4116, 91:12:735
4117, 91:13:826
4118, 91:14:917
4119, 91:16:008
4120, 91:17:099
4121, 91:18:190
4122, 91:19:281
4123, 91:20:372
4124, 91:21:462
4125, 91:22:553
4126, 91:23:644
4127, 91:24:735
4128, 91:25:826
4129, 91:26:917
4130, 91:28:008
4131, 91:29:099
4132, 91:30:190
4133, 91:31:281
4134, 91:32:372
4135, 91:33:462
4136, 91:34:553
4137, 91:35:644
4138, 91:36:735
4139, 91:37:826
4140, 91:38:917
4141, 91:40:008
4142, 91:41:099
4143, 91:42:190
4144, 91:43:281
4145, 91:44:372
4146, 91:45:462
4147, 91:46:553
4148, 91:47:644
4149, 91:48:735
4150, 91:49:826
4151, 91:50:917
4152, 91:52:008
4153, 91:53:099
4154, 91:54:190
4155, 91:55:281
4156, 91:56:372
4157, 91:57:462
4158, 91:58:553
4159, 91:59:644
4160, 92:00:735
4161, 92:01:826
4162, 92:02:917
4163, 92:04:008
4164, 92:05:099
4165, 92:06:190
4166, 92:07:281
4167, 92:08:372
4168, 92:09:462
4169, 92:10:553
4170, 92:11:644
4171, 92:12:735
4172, 92:13:826
4173, 92:14:917
4174, 92:16:008
4175, 92:17:099
4176, 92:18:190
4177, 92:19:281
4178, 92:20:372
4179, 92:21:462
4180, 92:22:553
4181, 92:23:644
4182, 92:24:735
4183, 92:25:826
4184, 92:26:917
4185, 92:28:008
4186, 92:29:099
4187, 92:30:190
4188, 92:31:281
4189, 92:32:372
4190, 92:33:462
4191, 92:34:553
4192, 92:35:644
4193, 92:36:735
4194, 92:37:826
4195, 92:38:917
4196, 92:40:008
4197, 92:41:099
4198, 92:42:190
4199, 92:43:281
4200, 92:44:372
4201, 92:45:462
4202, 92:46:553
4203, 92:47:644
4204, 92:48:735
4205, 92:49:826
4206, 92:50:917
4207, 92:52:008
4208, 92:53:099
4209, 92:54:190
4210, 92:55:281
4211, 92:56:372
4212, 92:57:462
4213, 92:58:553
4214, 92:59:644
4215, 93:00:735
4216, 93:01:826
4217, 93:02:917
4218, 93:04:008
4219, 93:05:099
4220, 93:06:190
4221, 93:07:281
4222, 93:07:831
4223, 93:08:165
4224, 93:09:498
4225, 93:10:831
4226, 93:12:164
4227, 93:13:498
4228, 93:14:831
4229, 93:16:164
4230, 93:17:498
4231, 93:18:831
4232, 93:20:164
4233, 93:21:498
4234, 93:22:831
4235, 93:24:164
4236, 93:25:498
4237, 93:26:831
4238, 93:28:164
4239, 93:29:498
4240, 93:30:831
4241, 93:32:164
4242, 93:33:498
4243, 93:34:831
4244, 93:36:164
4245, 93:37:498
4246, 93:38:831
4247, 93:40:164
4248, 93:41:498
4249, 93:42:831
4250, 93:44:164
4251, 93:45:498
4252, 93:46:831
4253, 93:48:164
4254, 93:49:498
4255, 93:50:831
4256, 93:52:164
4257, 93:53:498
4258, 93:54:831
4259, 93:56:164
4260, 93:57:498
4261, 93:58:831
4262, 94:00:164
4263, 94:01:498
4264, 94:02:831
4265, 94:04:164
4266, 94:05:498
4267, 94:06:831
4268, 94:08:164
4269, 94:09:498
4270, 94:10:831
4271, 94:12:164
4272, 94:13:498
4273, 94:14:831
4274, 94:16:164
4275, 94:17:498
4276, 94:18:831
4277, 94:20:164
4278, 94:21:498
4279, 94:22:831
4280, 94:24:164
4281, 94:25:498
4282, 94:26:831
4283, 94:28:164
4284, 94:29:498
4285, 94:30:831
4286, 94:32:164
4287, 94:33:498
4288, 94:34:831
4289, 94:36:164
4290, 94:37:498
4291, 94:38:831
4292, 94:40:164
4293, 94:41:498
4294, 94:42:831
4295, 94:44:164
