bar num, offset
1498, 33:27:945
1499, 33:29:145
1500, 33:30:345
1501, 33:31:545
1502, 33:32:745
1503, 33:33:945
1504, 33:35:145
1505, 33:36:345
1506, 33:37:545
1507, 33:38:745
1508, 33:39:945
1509, 33:41:145
1510, 33:42:345
1511, 33:43:545
1512, 33:44:745
1513, 33:45:945
1514, 33:47:145
1515, 33:48:345
1516, 33:49:545
1517, 33:50:745
1518, 33:51:945
1519, 33:53:145
1520, 33:54:345
1521, 33:55:545
1522, 33:56:745
1523, 33:57:945
1524, 33:59:145
1525, 34:00:345
1526, 34:01:545
1527, 34:02:745
1528, 34:03:945
1529, 34:05:145
1530, 34:06:345
1531, 34:07:545
1532, 34:08:745
1533, 34:09:945
1534, 34:11:145
1535, 34:12:345
1536, 34:13:545
1537, 34:14:745
1538, 34:15:945
1539, 34:17:145
1540, 34:18:345
1541, 34:19:545
1542, 34:20:745
1543, 34:21:945
1544, 34:23:145
1545, 34:24:345
1546, 34:25:545
1547, 34:26:745
1548, 34:27:945
1549, 34:29:145
1550, 34:30:345
1551, 34:31:204
1552, 34:32:615
1553, 34:34:027
1554, 34:35:439
1555, 34:36:851
1556, 34:38:262
1557, 34:39:674
1558, 34:41:086
1559, 34:42:498
1560, 34:43:909
1561, 34:45:321
1562, 34:46:733
1563, 34:48:145
1564, 34:49:556
1565, 34:50:968
1566, 34:52:380
1567, 34:53:792
1568, 34:55:204
1569, 34:56:615
1570, 34:58:027
1571, 34:59:439
1572, 35:00:851
1573, 35:02:262
1574, 35:03:674
1575, 35:05:086
1576, 35:06:498
1577, 35:07:909
1578, 35:09:321
1579, 35:10:733
1580, 35:12:145
1581, 35:13:556
1582, 35:14:968
1583, 35:16:380
1584, 35:17:792
1585, 35:19:204
1586, 35:20:615
1587, 35:22:027
1588, 35:23:439
1589, 35:24:851
1590, 35:26:262
1591, 35:27:674
1592, 35:29:086
1593, 35:30:498
1594, 35:31:909
1595, 35:33:321
1596, 35:34:733
1597, 35:36:145
1598, 35:37:556
1599, 35:38:968
1600, 35:40:380
1601, 35:41:792
1602, 35:43:204
1603, 35:44:615
1604, 35:46:027
1605, 35:47:439
1606, 35:48:851
1607, 35:50:262
1608, 35:51:674
1609, 35:53:086
1610, 35:54:498
1611, 35:55:909
1612, 35:57:321
1613, 35:58:733
1614, 36:00:145
1615, 36:01:556
1616, 36:02:968
1617, 36:04:380
1618, 36:05:792
1619, 36:07:204
1620, 36:08:615
1621, 36:10:027
1622, 36:11:439
1623, 36:12:851
1624, 36:14:262
1625, 36:15:674
1626, 36:17:086
1627, 36:18:498
1628, 36:19:909
1629, 36:21:321
1630, 36:22:733
1631, 36:24:145
1632, 36:25:556
1633, 36:26:968
1634, 36:28:380
1635, 36:29:792
1636, 36:31:204
1637, 36:32:615
1638, 36:34:027
1639, 36:35:439
1640, 36:36:851
1641, 36:38:262
1642, 36:39:674
1643, 36:41:086
1644, 36:42:498
1645, 36:43:909
1646, 36:45:321
1647, 36:46:733
1648, 36:48:145
1649, 36:49:556
1650, 36:50:968
1651, 36:52:380
1652, 36:53:792
1653, 36:55:204
1654, 36:56:615
1655, 36:58:027
1656, 36:59:439
1657, 37:00:851
1658, 37:02:262
1659, 37:03:674
1660, 37:05:086
1661, 37:06:498
1662, 37:07:909
1663, 37:09:321
1664, 37:10:733
1665, 37:12:145
1666, 37:13:556
1667, 37:14:968
1668, 37:16:380
1669, 37:17:792
1670, 37:19:204
1671, 37:20:615
1672, 37:22:027
1673, 37:23:439
1674, 37:24:851
1675, 37:26:262
1676, 37:27:674
1677, 37:29:086
1678, 37:30:498
1679, 37:31:909
1680, 37:33:321
1681, 37:34:733
1682, 37:36:145
1683, 37:37:556
1684, 37:38:968
1685, 37:40:380
1686, 37:41:792
1687, 37:43:204
1688, 37:44:615
1689, 37:46:027
1690, 37:47:439
1691, 37:48:851
1692, 37:50:262
1693, 37:51:674
1694, 37:53:086
1695, 37:54:498
1696, 37:55:909
1697, 37:57:321
1698, 37:58:733
1699, 38:00:145
1700, 38:00:939
1701, 38:01:408
1702, 38:03:283
1703, 38:05:158
1704, 38:07:033
1705, 38:08:908
1706, 38:10:783
1707, 38:12:658
1708, 38:14:533
1709, 38:16:408
1710, 38:18:283
1711, 38:20:158
1712, 38:22:033
1713, 38:23:908
1714, 38:25:783
1715, 38:27:658
1716, 38:29:533
1717, 38:31:408
1718, 38:33:283
1719, 38:35:158
1720, 38:37:033
1721, 38:38:908
1722, 38:40:783
1723, 38:42:658
1724, 38:44:533
1725, 38:46:408
1726, 38:48:283
1727, 38:50:158
1728, 38:52:033
1729, 38:53:908
1730, 38:55:783
1731, 38:57:658
1732, 38:59:533
1733, 39:01:408
1734, 39:03:283
1735, 39:05:158
1736, 39:07:033
1737, 39:08:908
1738, 39:10:783
1739, 39:12:658
1740, 39:14:533
1741, 39:16:408
1742, 39:18:283
1743, 39:20:158
1744, 39:22:033
1745, 39:23:908
1746, 39:25:783
1747, 39:27:658
1748, 39:29:533
1749, 39:31:408
1750, 39:33:283
1751, 39:35:158
1752, 39:37:033
1753, 39:38:908
1754, 39:40:783
1755, 39:42:658
1756, 39:44:533
1757, 39:46:408
1758, 39:48:283
1759, 39:50:158
1760, 39:52:033
1761, 39:53:908
1762, 39:55:783
1763, 39:57:658
1764, 39:59:533
1765, 40:01:408
1766, 40:03:283
1767, 40:05:158
1768, 40:07:033
1769, 40:08:908
1770, 40:10:783
1771, 40:12:658
1772, 40:14:533
1773, 40:16:408
1774, 40:18:283
1775, 40:20:158
1776, 40:22:033
1777, 40:23:908
1778, 40:25:783
1779, 40:27:658
1780, 40:29:533
1781, 40:31:408
1782, 40:33:283
1783, 40:35:158
1784, 40:37:033
1785, 40:38:908
1786, 40:40:783
1787, 40:42:658
1788, 40:44:533
1789, 40:46:408
1790, 40:48:283
1791, 40:50:158
1792, 40:52:033
1793, 40:53:908
1794, 40:55:783
1795, 40:57:658
1796, 40:59:533
1797, 41:01:408
1798, 41:03:283
1799, 41:05:158
1800, 41:07:033
1801, 41:08:908
1802, 41:10:783
1803, 41:12:658
1804, 41:14:533
1805, 41:16:408
1806, 41:18:283
1807, 41:20:158
1808, 41:22:033
1809, 41:23:908
1810, 41:25:783
1811, 41:27:658
1812, 41:29:533
1813, 41:31:408
1814, 41:33:283
1815, 41:35:158
1816, 41:37:033
1817, 41:38:908
1818, 41:40:783
1819, 41:42:658
1820, 41:44:533
1821, 41:46:408
1822, 41:48:283
1823, 41:50:158
1824, 41:52:033
1825, 41:53:908
1826, 41:55:783
1827, 41:57:658
1828, 41:59:533
1829, 42:01:408
1830, 42:03:283
1831, 42:05:158
1832, 42:07:033
1833, 42:08:908
1834, 42:10:783
1835, 42:12:658
1836, 42:13:922
1837, 42:16:229
1838, 42:18:537
1839, 42:20:845
1840, 42:23:152
1841, 42:25:460
1842, 42:27:768
1843, 42:30:075
1844, 42:32:383
1845, 42:34:229
1846, 42:36:075
1847, 42:37:921
1848, 42:39:767
1849, 42:41:613
1850, 42:43:459
1851, 42:45:306
1852, 42:47:152
1853, 42:48:998
1854, 42:50:844
1855, 42:52:690
1856, 42:54:536
1857, 42:56:383
1858, 42:58:229
1859, 43:00:075
1860, 43:01:921
1861, 43:03:767
1862, 43:05:613
1863, 43:07:459
1864, 43:09:306
1865, 43:11:152
1866, 43:12:998
1867, 43:14:844
1868, 43:16:690
1869, 43:18:536
1870, 43:20:383
1871, 43:22:229
1872, 43:24:075
1873, 43:25:921
1874, 43:27:767
1875, 43:29:613
1876, 43:31:459
1877, 43:33:306
1878, 43:35:152
1879, 43:36:998
1880, 43:38:844
1881, 43:40:690
1882, 43:42:536
1883, 43:44:383
1884, 43:46:229
1885, 43:48:075
1886, 43:49:921
1887, 43:51:767
1888, 43:53:613
1889, 43:55:459
1890, 43:57:306
1891, 43:59:152
1892, 44:00:998
1893, 44:02:844
1894, 44:04:690
1895, 44:06:536
1896, 44:08:383
1897, 44:10:229
1898, 44:12:075
1899, 44:13:921
1900, 44:15:767
1901, 44:17:613
1902, 44:19:459
1903, 44:21:306
1904, 44:23:152
1905, 44:24:998
1906, 44:26:844
1907, 44:28:690
1908, 44:30:536
1909, 44:32:383
1910, 44:34:229
1911, 44:36:075
1912, 44:37:921
1913, 44:39:767
1914, 44:41:613
1915, 44:43:459
1916, 44:45:306
1917, 44:47:152
1918, 44:48:998
1919, 44:50:844
1920, 44:52:690
1921, 44:54:536
1922, 44:56:383
1923, 44:58:229
1924, 45:00:075
1925, 45:01:921
1926, 45:03:767
1927, 45:05:613
1928, 45:07:459
1929, 45:09:306
1930, 45:11:152
1931, 45:12:998
1932, 45:14:844
1933, 45:16:690
1934, 45:18:536
1935, 45:20:383
1936, 45:22:229
1937, 45:24:075
1938, 45:25:921
1939, 45:27:767
1940, 45:29:613
1941, 45:31:459
1942, 45:31:921
1943, 45:34:228
1944, 45:36:536
1945, 45:38:844
1946, 45:41:151
1947, 45:43:459
1948, 45:45:767
1949, 45:48:074
1950, 45:50:382
1951, 45:52:349
1952, 45:54:195
1953, 45:56:041
1954, 45:57:887
1955, 45:59:733
1956, 46:01:579
1957, 46:03:425
1958, 46:05:272
1959, 46:07:118
1960, 46:08:964
1961, 46:10:810
1962, 46:12:656
1963, 46:14:502
1964, 46:16:349
1965, 46:18:195
1966, 46:20:041
1967, 46:21:887
1968, 46:23:733
1969, 46:25:579
1970, 46:27:425
1971, 46:29:272
1972, 46:31:118
1973, 46:32:964
1974, 46:34:810
1975, 46:36:656
1976, 46:38:502
1977, 46:40:349
1978, 46:42:195
1979, 46:44:041
1980, 46:45:887
1981, 46:47:733
1982, 46:49:579
1983, 46:51:425
1984, 46:53:272
1985, 46:55:118
1986, 46:56:964
1987, 46:58:810
1988, 47:00:656
1989, 47:02:502
1990, 47:04:349
1991, 47:06:195
1992, 47:08:041
1993, 47:09:887
1994, 47:11:733
1995, 47:13:579
1996, 47:15:425
1997, 47:17:272
1998, 47:19:118
1999, 47:20:964
2000, 47:21:728
2001, 47:23:218
2002, 47:24:709
2003, 47:26:200
2004, 47:27:690
2005, 47:29:181
2006, 47:30:672
2007, 47:32:162
2008, 47:33:653
2009, 47:35:144
2010, 47:36:634
2011, 47:38:125
2012, 47:39:616
2013, 47:41:106
2014, 47:42:597
2015, 47:44:088
2016, 47:45:578
2017, 47:47:069
2018, 47:48:560
2019, 47:50:050
2020, 47:51:541
2021, 47:53:032
2022, 47:54:523
2023, 47:56:013
2024, 47:57:504
2025, 47:58:995
2026, 48:00:485
2027, 48:01:976
2028, 48:03:467
2029, 48:04:957
2030, 48:06:448
2031, 48:07:939
2032, 48:09:429
2033, 48:10:920
2034, 48:12:411
2035, 48:13:901
2036, 48:15:392
2037, 48:16:883
2038, 48:18:373
2039, 48:19:864
2040, 48:21:355
2041, 48:22:846
2042, 48:24:336
2043, 48:25:827
2044, 48:27:318
2045, 48:28:808
2046, 48:30:299
2047, 48:31:790
2048, 48:33:280
2049, 48:34:771
2050, 48:36:262
2051, 48:37:752
2052, 48:39:243
2053, 48:40:734
2054, 48:42:224
2055, 48:43:715
2056, 48:45:206
2057, 48:46:696
2058, 48:48:187
2059, 48:49:678
2060, 48:51:168
2061, 48:52:659
2062, 48:54:150
2063, 48:55:641
2064, 48:57:131
2065, 48:58:622
2066, 49:00:113
2067, 49:01:603
2068, 49:03:094
2069, 49:04:585
2070, 49:06:075
2071, 49:07:566
2072, 49:09:057
2073, 49:10:547
2074, 49:12:038
2075, 49:13:529
2076, 49:15:019
2077, 49:16:510
2078, 49:18:001
2079, 49:19:491
2080, 49:20:982
2081, 49:22:473
2082, 49:23:964
2083, 49:25:454
2084, 49:26:945
2085, 49:28:436
2086, 49:29:926
2087, 49:31:417
2088, 49:32:908
2089, 49:34:398
2090, 49:35:889
2091, 49:37:380
2092, 49:38:870
2093, 49:40:361
2094, 49:41:852
2095, 49:43:342
2096, 49:44:833
2097, 49:46:324
2098, 49:47:814
2099, 49:49:305
2100, 49:50:796
2101, 49:52:287
2102, 49:53:777
2103, 49:55:268
2104, 49:56:759
2105, 49:58:249
2106, 49:59:740
2107, 50:01:231
2108, 50:02:721
2109, 50:04:212
2110, 50:05:703
2111, 50:07:193
2112, 50:08:684
2113, 50:10:175
2114, 50:11:665
2115, 50:13:156
2116, 50:14:647
2117, 50:16:137
2118, 50:17:628
2119, 50:19:119
2120, 50:20:609
2121, 50:22:100
2122, 50:23:591
2123, 50:25:082
2124, 50:26:572
2125, 50:28:063
2126, 50:29:554
2127, 50:31:044
2128, 50:32:535
2129, 50:34:026
2130, 50:35:516
2131, 50:37:007
2132, 50:38:498
2133, 50:39:988
2134, 50:41:479
2135, 50:42:970
2136, 50:44:460
2137, 50:44:948
2138, 50:46:359
2139, 50:47:771
2140, 50:49:183
2141, 50:50:595
2142, 50:52:006
2143, 50:53:418
2144, 50:54:830
2145, 50:56:242
2146, 50:57:653
2147, 50:59:065
2148, 51:00:477
2149, 51:01:889
2150, 51:03:300
2151, 51:04:712
2152, 51:06:124
2153, 51:07:536
2154, 51:08:948
2155, 51:10:359
2156, 51:11:771
2157, 51:13:183
2158, 51:14:595
2159, 51:16:006
2160, 51:17:418
2161, 51:18:830
2162, 51:20:242
2163, 51:21:653
2164, 51:23:065
2165, 51:24:477
2166, 51:25:889
2167, 51:27:300
2168, 51:28:712
2169, 51:30:124
2170, 51:31:536
2171, 51:32:948
2172, 51:34:359
2173, 51:35:771
2174, 51:37:183
2175, 51:38:595
2176, 51:40:006
2177, 51:41:418
2178, 51:42:830
2179, 51:44:242
2180, 51:45:653
2181, 51:47:065
2182, 51:48:477
2183, 51:49:889
2184, 51:51:300
2185, 51:52:712
2186, 51:54:124
2187, 51:55:536
2188, 51:56:948
2189, 51:58:359
2190, 51:59:771
2191, 52:01:183
2192, 52:02:595
2193, 52:04:006
2194, 52:05:418
2195, 52:06:830
2196, 52:08:242
2197, 52:09:653
2198, 52:11:065
2199, 52:12:477
2200, 52:13:889
2201, 52:15:300
2202, 52:16:712
2203, 52:18:124
2204, 52:19:536
2205, 52:20:948
2206, 52:22:359
2207, 52:23:771
2208, 52:25:183
2209, 52:26:595
2210, 52:28:006
2211, 52:29:418
2212, 52:30:830
2213, 52:32:242
2214, 52:33:653
2215, 52:35:065
2216, 52:36:477
2217, 52:37:889
2218, 52:39:300
2219, 52:40:712
2220, 52:42:124
2221, 52:43:536
2222, 52:44:948
2223, 52:46:359
2224, 52:47:771
2225, 52:49:183
2226, 52:50:595
2227, 52:52:006
2228, 52:53:418
2229, 52:54:830
2230, 52:56:242
2231, 52:57:653
2232, 52:59:065
2233, 53:00:477
2234, 53:01:889
2235, 53:03:300
2236, 53:04:712
2237, 53:06:124
2238, 53:07:536
2239, 53:08:948
2240, 53:10:359
2241, 53:11:771
2242, 53:13:183
2243, 53:14:595
2244, 53:16:006
2245, 53:17:418
2246, 53:18:830
2247, 53:20:242
2248, 53:21:653
2249, 53:23:065
2250, 53:24:477
2251, 53:25:889
2252, 53:27:300
2253, 53:28:712
2254, 53:30:124
2255, 53:31:536
2256, 53:32:948
2257, 53:34:359
2258, 53:35:771
2259, 53:37:183
2260, 53:38:595
2261, 53:40:006
2262, 53:41:418
2263, 53:42:830
2264, 53:44:242
2265, 53:45:653
2266, 53:47:065
2267, 53:48:477
2268, 53:49:889
2269, 53:51:300
2270, 53:52:712
2271, 53:54:124
2272, 53:55:536
2273, 53:56:948
2274, 53:58:359
2275, 53:59:771
2276, 54:01:183
2277, 54:02:595
2278, 54:04:006
2279, 54:05:418
2280, 54:06:830
2281, 54:08:242
2282, 54:09:653
2283, 54:11:065
2284, 54:12:477
2285, 54:13:889
2286, 54:15:300
2287, 54:16:712
2288, 54:18:124
2289, 54:19:536
2290, 54:20:948
2291, 54:22:359
2292, 54:23:771
2293, 54:25:183
2294, 54:26:595
2295, 54:28:006
2296, 54:29:418
2297, 54:30:830
2298, 54:32:242
2299, 54:33:653
2300, 54:35:065
2301, 54:36:477
2302, 54:37:889
2303, 54:39:300
2304, 54:40:712
2305, 54:42:124
2306, 54:43:536
2307, 54:44:883
2308, 54:46:187
2309, 54:47:491
2310, 54:48:796
2311, 54:50:100
2312, 54:51:404
2313, 54:52:709
2314, 54:54:013
2315, 54:55:317
2316, 54:56:622
2317, 54:57:926
2318, 54:59:230
2319, 55:00:535
2320, 55:01:839
2321, 55:03:143
2322, 55:04:448
2323, 55:05:752
2324, 55:07:056
2325, 55:08:361
2326, 55:09:665
2327, 55:10:969
2328, 55:12:274
2329, 55:13:578
2330, 55:14:882
2331, 55:16:187
2332, 55:17:491
2333, 55:18:796
2334, 55:20:100
2335, 55:21:404
2336, 55:22:709
2337, 55:24:013
2338, 55:25:317
2339, 55:26:622
2340, 55:27:926
2341, 55:29:230
2342, 55:30:535
2343, 55:31:839
2344, 55:33:143
2345, 55:34:448
2346, 55:35:752
2347, 55:37:056
2348, 55:38:361
2349, 55:39:665
2350, 55:40:969
2351, 55:42:274
2352, 55:43:578
2353, 55:44:882
2354, 55:46:187
2355, 55:47:491
2356, 55:48:796
2357, 55:50:100
2358, 55:51:404
2359, 55:52:709
2360, 55:54:013
2361, 55:55:317
2362, 55:56:622
2363, 55:57:926
2364, 55:59:230
2365, 56:00:535
2366, 56:01:839
2367, 56:03:143
2368, 56:04:448
2369, 56:05:752
2370, 56:07:056
2371, 56:08:361
2372, 56:09:665
2373, 56:10:969
2374, 56:12:274
2375, 56:13:578
2376, 56:14:882
2377, 56:16:187
2378, 56:17:491
2379, 56:18:796
2380, 56:20:100
2381, 56:21:404
2382, 56:22:709
2383, 56:24:013
2384, 56:25:317
2385, 56:26:622
2386, 56:27:926
2387, 56:29:230
2388, 56:30:535
2389, 56:31:839
2390, 56:33:143
2391, 56:34:448
2392, 56:35:752
2393, 56:37:056
2394, 56:38:361
2395, 56:39:665
2396, 56:40:969
2397, 56:42:274
2398, 56:43:578
2399, 56:44:882
2400, 56:46:187
2401, 56:47:491
2402, 56:48:796
2403, 56:50:100
2404, 56:51:404
2405, 56:52:709
2406, 56:54:013
2407, 56:55:317
2408, 56:56:622
2409, 56:57:926
2410, 56:59:230
2411, 57:00:535
2412, 57:01:839
2413, 57:03:143
2414, 57:04:448
2415, 57:05:752
2416, 57:07:056
2417, 57:08:361
2418, 57:09:665
2419, 57:10:969
2420, 57:12:274
2421, 57:13:578
2422, 57:14:882
2423, 57:16:187
2424, 57:17:491
2425, 57:18:796
2426, 57:20:100
2427, 57:21:404
2428, 57:22:709
2429, 57:24:013
2430, 57:25:317
2431, 57:26:622
2432, 57:27:926
2433, 57:29:230
2434, 57:30:535
2435, 57:31:839
2436, 57:33:143
2437, 57:34:448
2438, 57:35:752
2439, 57:37:056
2440, 57:38:361
2441, 57:39:665
2442, 57:40:969
2443, 57:42:274
2444, 57:43:578
2445, 57:44:882
2446, 57:46:187
2447, 57:47:491
2448, 57:48:796
2449, 57:50:100
2450, 57:51:404
2451, 57:52:709
2452, 57:54:013
2453, 57:55:317
2454, 57:56:622
2455, 57:57:926
2456, 57:59:230
2457, 58:00:535
2458, 58:01:839
2459, 58:03:143
2460, 58:04:448
2461, 58:05:752
2462, 58:07:056
2463, 58:08:361
2464, 58:09:665
2465, 58:10:969
2466, 58:12:274
2467, 58:13:578
2468, 58:14:882
2469, 58:16:187
2470, 58:17:491
2471, 58:18:796
2472, 58:20:100
2473, 58:21:404
2474, 58:22:709
2475, 58:24:013
2476, 58:25:317
2477, 58:26:622
2478, 58:27:926
2479, 58:29:230
2480, 58:30:396
2481, 58:31:596
2482, 58:32:796
2483, 58:33:996
2484, 58:35:196
2485, 58:36:396
2486, 58:37:596
2487, 58:38:796
2488, 58:39:996
2489, 58:41:196
2490, 58:42:396
2491, 58:43:596
2492, 58:44:796
2493, 58:45:996
2494, 58:47:196
2495, 58:48:396
2496, 58:49:596
2497, 58:50:796
2498, 58:51:996
2499, 58:53:196
2500, 58:54:396
2501, 58:55:596
2502, 58:56:796
2503, 58:57:996
2504, 58:59:196
2505, 59:00:396
2506, 59:01:596
2507, 59:02:796
2508, 59:03:996
2509, 59:05:196
2510, 59:06:396
2511, 59:07:596
2512, 59:08:796
2513, 59:09:996
2514, 59:11:196
2515, 59:12:396
2516, 59:13:596
2517, 59:14:796
2518, 59:15:996
2519, 59:17:196
2520, 59:18:396
2521, 59:19:596
2522, 59:20:796
2523, 59:21:996
2524, 59:23:196
2525, 59:24:396
2526, 59:25:596
2527, 59:26:796
2528, 59:27:996
2529, 59:29:196
2530, 59:30:396
2531, 59:31:596
2532, 59:32:796
2533, 59:33:996
2534, 59:35:196
2535, 59:36:396
2536, 59:37:596
2537, 59:38:796
2538, 59:39:996
2539, 59:41:196
2540, 59:42:396
2541, 59:43:596
2542, 59:44:796
2543, 59:45:996
2544, 59:47:196
2545, 59:48:396
2546, 59:49:596
2547, 59:50:796
2548, 59:51:996
2549, 59:53:196
2550, 59:54:396
2551, 59:55:596
2552, 59:56:796
2553, 59:57:996
2554, 59:59:196
2555, 60:00:396
2556, 60:01:596
2557, 60:02:796
2558, 60:03:996
2559, 60:05:196
2560, 60:06:396
2561, 60:07:596
2562, 60:08:796
2563, 60:09:996
2564, 60:11:196
2565, 60:12:396
2566, 60:13:596
2567, 60:14:796
2568, 60:15:996
2569, 60:17:196
2570, 60:18:396
2571, 60:19:596
2572, 60:20:796
2573, 60:21:996
2574, 60:23:196
2575, 60:24:396
2576, 60:25:596
2577, 60:26:796
2578, 60:27:996
2579, 60:29:196
2580, 60:30:396
2581, 60:31:596
2582, 60:32:796
2583, 60:33:996
2584, 60:35:196
2585, 60:36:396
2586, 60:37:596
2587, 60:38:796
2588, 60:39:996
2589, 60:41:196
2590, 60:42:396
2591, 60:43:596
2592, 60:44:796
2593, 60:45:996
2594, 60:47:196
2595, 60:48:396
2596, 60:49:596
2597, 60:50:796
2598, 60:51:996
2599, 60:53:196
2600, 60:54:396
2601, 60:55:596
2602, 60:56:796
2603, 60:57:996
2604, 60:59:196
2605, 61:00:396
2606, 61:01:596
2607, 61:02:796
2608, 61:03:996
2609, 61:05:196
2610, 61:06:396
2611, 61:07:596
2612, 61:08:796
2613, 61:09:996
2614, 61:11:196
2615, 61:12:396
2616, 61:13:596
2617, 61:14:796
2618, 61:15:996
2619, 61:17:196
2620, 61:18:396
2621, 61:19:596
2622, 61:20:796
2623, 61:21:996
2624, 61:23:196
2625, 61:24:396
2626, 61:25:596
2627, 61:26:796
2628, 61:27:996
2629, 61:29:196
2630, 61:30:396
2631, 61:31:596
2632, 61:32:796
2633, 61:33:996
2634, 61:35:196
2635, 61:36:396
2636, 61:37:596
2637, 61:38:796
2638, 61:39:996
2639, 61:41:196
2640, 61:42:396
2641, 61:43:596
2642, 61:44:796
2643, 61:45:996
2644, 61:47:196
2645, 61:48:396
2646, 61:49:596
2647, 61:50:796
2648, 61:51:996
2649, 61:53:196
2650, 61:54:396
2651, 61:55:596
2652, 61:56:796
2653, 61:57:996
2654, 61:59:196
2655, 62:00:396
2656, 62:01:596
2657, 62:02:796
2658, 62:03:996
2659, 62:05:196
2660, 62:06:396
2661, 62:07:596
2662, 62:08:796
2663, 62:09:996
2664, 62:11:196
2665, 62:12:396
2666, 62:13:596
2667, 62:14:796
2668, 62:15:996
2669, 62:17:196
2670, 62:18:396
2671, 62:19:596
2672, 62:20:796
2673, 62:21:996
2674, 62:23:196
2675, 62:24:396
2676, 62:25:596
2677, 62:26:796
2678, 62:27:996
2679, 62:29:196
2680, 62:30:396
2681, 62:31:596
2682, 62:32:796
2683, 62:33:996
2684, 62:35:196
2685, 62:36:396
2686, 62:37:596
2687, 62:38:796
2688, 62:39:996
2689, 62:41:196
2690, 62:42:396
2691, 62:43:596
2692, 62:44:796
2693, 62:45:996
2694, 62:47:196
2695, 62:48:396
2696, 62:49:596
2697, 62:50:796
2698, 62:51:996
2699, 62:53:196
2700, 62:54:396
2701, 62:55:596
2702, 62:56:796
2703, 62:57:996
2704, 62:59:196
2705, 63:00:396
2706, 63:01:596
2707, 63:02:796
2708, 63:03:996
2709, 63:05:196
2710, 63:06:396
2711, 63:07:596
2712, 63:08:796
2713, 63:09:996
2714, 63:11:196
2715, 63:12:396
2716, 63:13:596
2717, 63:14:796
2718, 63:15:996
2719, 63:17:196
2720, 63:18:396
2721, 63:19:596
2722, 63:20:796
2723, 63:21:996
2724, 63:23:196
2725, 63:24:396
2726, 63:25:596
2727, 63:26:796
2728, 63:27:996
2729, 63:29:196
2730, 63:30:124
2731, 63:31:472
2732, 63:32:820
2733, 63:34:168
2734, 63:35:517
2735, 63:36:865
2736, 63:38:213
2737, 63:39:562
2738, 63:40:910
2739, 63:42:258
2740, 63:43:607
2741, 63:44:955
2742, 63:46:303
2743, 63:47:652
2744, 63:49:000
2745, 63:50:348
2746, 63:51:697
2747, 63:53:045
2748, 63:54:393
2749, 63:55:741
2750, 63:57:090
2751, 63:58:438
2752, 63:59:786
2753, 64:01:135
2754, 64:02:483
2755, 64:03:831
2756, 64:05:180
2757, 64:06:528
2758, 64:07:876
2759, 64:09:225
2760, 64:10:573
2761, 64:11:921
2762, 64:13:270
2763, 64:14:618
2764, 64:15:966
2765, 64:17:315
2766, 64:18:663
2767, 64:20:011
2768, 64:21:359
2769, 64:22:708
2770, 64:24:056
2771, 64:25:404
2772, 64:26:753
2773, 64:28:101
2774, 64:29:449
2775, 64:30:798
2776, 64:32:146
2777, 64:33:494
2778, 64:34:843
2779, 64:36:191
2780, 64:37:539
2781, 64:38:888
2782, 64:40:236
2783, 64:41:584
2784, 64:42:932
2785, 64:44:281
2786, 64:45:629
2787, 64:46:977
2788, 64:48:326
2789, 64:49:674
2790, 64:51:022
2791, 64:52:371
2792, 64:53:719
2793, 64:55:067
2794, 64:56:416
2795, 64:57:764
2796, 64:59:112
2797, 65:00:461
2798, 65:01:809
2799, 65:03:157
2800, 65:04:506
2801, 65:05:854
2802, 65:07:202
2803, 65:08:550
2804, 65:09:899
2805, 65:11:247
2806, 65:12:595
2807, 65:13:944
2808, 65:15:292
2809, 65:16:640
2810, 65:17:989
2811, 65:19:337
2812, 65:20:685
2813, 65:22:034
2814, 65:23:382
2815, 65:24:730
2816, 65:26:079
2817, 65:27:427
2818, 65:28:775
2819, 65:30:123
2820, 65:31:472
2821, 65:32:820
2822, 65:34:168
2823, 65:35:517
2824, 65:36:865
2825, 65:38:213
2826, 65:39:562
2827, 65:40:910
2828, 65:42:258
2829, 65:43:607
2830, 65:44:955
2831, 65:46:303
2832, 65:47:652
2833, 65:49:000
2834, 65:50:348
2835, 65:51:697
2836, 65:53:045
2837, 65:54:393
2838, 65:55:741
2839, 65:57:090
2840, 65:58:438
2841, 65:59:786
2842, 66:01:135
2843, 66:02:483
2844, 66:03:831
2845, 66:05:180
2846, 66:06:528
2847, 66:07:876
2848, 66:09:225
2849, 66:10:573
2850, 66:11:921
2851, 66:13:270
2852, 66:14:618
2853, 66:15:966
2854, 66:17:315
2855, 66:18:663
2856, 66:20:011
2857, 66:21:359
2858, 66:22:708
2859, 66:24:056
2860, 66:25:404
2861, 66:26:753
2862, 66:28:101
2863, 66:29:449
2864, 66:30:798
2865, 66:32:146
2866, 66:33:494
2867, 66:34:843
2868, 66:36:191
2869, 66:37:539
2870, 66:38:888
2871, 66:40:236
2872, 66:41:584
2873, 66:42:932
2874, 66:44:281
2875, 66:45:629
2876, 66:46:977
2877, 66:48:326
2878, 66:49:674
2879, 66:51:022
2880, 66:52:371
2881, 66:53:719
2882, 66:55:067
2883, 66:56:416
2884, 66:57:764
2885, 66:59:112
2886, 67:00:461
2887, 67:01:809
2888, 67:03:157
2889, 67:04:506
2890, 67:05:854
2891, 67:07:202
2892, 67:08:550
2893, 67:09:899
2894, 67:11:247
2895, 67:12:595
2896, 67:13:944
